9999999,447,455,447,450,327,345,329,345,58,58,328,328,330,237,250,240,250,20,20,262,262,24,24,5,12,5,187,190,193,357,357,272,272,392,394,332,336,264,264
9999999,449,457,449,452,329,347,331,347,60,60,330,330,332,239,252,242,252,17,17,264,264,26,26,12,2,12,189,192,195,359,359,274,274,394,396,334,338,266,266
9999999,447,455,447,450,327,345,329,345,58,58,328,328,330,237,250,240,250,20,20,262,262,24,24,5,12,2,187,190,193,357,357,272,272,392,394,332,336,264,264
9999999,264,272,264,267,144,162,146,162,205,205,145,145,147,54,67,57,67,192,192,79,79,171,171,187,189,187,2,5,8,174,174,189,189,209,211,149,153,81,81
9999999,267,275,267,270,147,165,149,165,208,208,148,148,150,57,70,60,70,195,195,82,82,174,174,190,192,190,5,2,13,177,177,192,192,212,214,152,156,84,84
9999999,270,278,270,273,150,168,152,168,211,211,151,151,153,60,73,63,73,198,198,85,85,177,177,193,195,193,8,13,2,180,180,195,195,215,217,155,159,87,87
9999999,334,342,334,337,214,232,216,232,375,375,115,115,117,124,137,127,137,362,362,99,99,341,341,357,359,357,174,177,180,2,2,39,39,239,241,29,33,116,116
9999999,334,342,334,337,214,232,216,232,375,375,115,115,117,124,137,127,137,362,362,99,99,341,341,357,359,357,174,177,180,2,2,39,39,279,281,29,33,151,151
9999999,349,357,349,352,229,247,231,247,390,390,125,125,127,139,152,142,152,377,377,114,114,356,356,272,274,272,189,192,195,39,39,2,2,249,251,44,48,126,126
9999999,349,357,349,352,229,247,231,247,390,390,125,125,127,139,152,142,152,377,377,114,114,356,356,272,274,272,189,192,195,39,39,2,2,249,251,44,48,126,126
9999999,129,137,129,132,139,157,141,157,410,410,135,135,137,159,172,162,172,397,397,144,144,376,376,392,394,392,209,212,215,239,279,249,249,2,4,214,218,136,136
9999999,131,139,131,134,141,159,143,159,412,412,137,137,139,161,174,164,174,399,399,146,146,378,378,394,396,394,211,214,217,241,281,251,251,4,2,216,220,138,138
9999999,309,317,309,312,189,207,191,207,350,350,95,95,97,99,112,102,112,337,337,74,74,316,316,332,334,332,149,152,155,29,29,44,44,214,216,2,6,106,106
9999999,313,321,313,316,193,211,195,211,354,354,99,99,101,103,116,106,116,341,341,78,78,320,320,336,338,336,153,156,159,33,33,48,48,218,220,6,2,110,110
9999999,191,199,191,194,71,89,73,89,282,282,122,122,124,31,44,34,44,269,269,36,36,248,248,264,266,264,81,84,87,116,151,126,126,136,138,106,110,4,4
9999999,191,199,191,194,71,89,73,89,282,282,122,122,124,31,44,34,44,269,269,36,36,248,248,264,266,264,81,84,87,116,151,126,126,136,138,106,110,4,2
